Unnamed: 0,movie_title,kind,number_of_rating,rating_score,classification,release_year,duration,country,genre,Lãng Mạn,Tình Tiết,Thanh Xuân,Thành Thị,Viễn Tưởng,Phim Hài,Bí Ẩn,Hành Động,Cổ Trang,Tình Bạn,Phiêu Lưu,Tội Phạm,Tình Yêu Ngọt Ngào,Gia Đình,Nhiệt Huyết,Kinh Dị,Tiểu Thuyết Chuyển Thể,Other,director,cast,Popularity Levels
453,Phượng Minh Quái Đàm,Phim bộ,11000,8.7,T13,2024,23,Trung Quốc,"Bí Ẩn, Lãng Mạn",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Zhang Ying Li,"Xu Hao Xiang, XUYINGLUO, Lei Shu, Liang Jing Chen, Luo Yi Xin, chenweiqi, Han Ming",0
454,Cuồng Phong,Phim bộ,11100,9.7,T13,2023,39,Trung Quốc,"Bí Ẩn, Tội Phạm, Phiêu Lưu, Hành Động, Hình Sự",0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,Xu Ji Zhou,"Zhang Yi, Trương Tụng Văn, Lý Nhất Đồng, Zhang Zhi Jian, Ngô Cương, NiDaHong, Han Tong Sheng, Li Jian Yi, Gao Diệp, Jian Li, Lawrence Wang, Jia Bing, Su Xiao Ding, Ping Hao, Jiachuan Lin, Runa Ke, Bao Da Zhi",0
455,Mặt Trời Rực Rỡ Bên Tôi,Phim bộ,13800,9.7,T13,2023,36,Trung Quốc,"Lãng Mạn, Tình Tiết, Thành Thị, Thanh Xuân, Thương Trường, Hôn Nhân",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Song Xiao Fei,"Tiêu Chiến, Bạch Bách Hà, Tian Yu, Chu Châu, Viên Văn Khang",0
456,Cao Thủ Cận Vệ Của Hoa Khôi,Phim bộ,5200,8.7,T16,2015,24,Trung Quốc,"Bí Ẩn, Lãng Mạn, Tình Tiết, Thanh Xuân, Tiểu Thuyết Chuyển Thể",1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Ngô Kiến Tân,"Chung Lin, Cao Xi Yue, Từ Khai Sính, Ivy, Wayne Huang",-1
457,Chờ Tới Khi Khói Mưa Ấm Áp,Phim bộ,5700,8.8,T13,2018,36,Trung Quốc,"Lãng Mạn, Tình Tiết, Cổ Trang, Cổ Đại",1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Mai Tian,"Hà Lam Đậu, Phùng Lệ Quân, Liu Ze Ting, Zhang Yu Qi, Yu Zi Xuan, Yao Shu Hao, Ding Xiang Nan, Wei Yan Kan, Sang Na",-1
458,Trường Tương Vật,Phim bộ,1300,9.2,T13,2024,22,Trung Quốc,"Bí Ẩn, Cổ Trang, Cổ Đại",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,"qiudaolu, Gail","Nanty, Eliott, Lưu Kiếm Vũ, Zhang Xin Yi, Chu Tuấn Vũ, Zhang Xue Yang",-1
459,Thế Giới Nợ Tôi Một Mối Tình Đầu,Phim bộ,28800,9.3,T13,2019,24,Trung Quốc,"Lãng Mạn, Tổng Tài Bá Đạo, Thanh Xuân, Tình Yêu Ngọt Ngào, Tiểu Thuyết Chuyển Thể",1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,Chen Shi Yi,"Hình Chiêu Lâm, Bạch Lộc, Trạch Tử Lộ, Trần Hạo Lam, Liu SIyuan,Liu Ruo Yan, Hoàng Tiếp Đông",1
460,The Yearbook: Sách Kỷ Yếu,Phim bộ,36000,9.5,T18,2023,8,Thái Lan,"LGBT, Lãng Mạn, Tình Bạn, Thanh Xuân",1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,"ZaanookJukkroww Nipitpon Muangsinun, Mean Phiravich Attachitsataporn","Phiravich Attachitsataporn,Mean,พีรวิชญ์ อรรถชิตสถาพร / Mean Phiravich Attachitsataporn, Title Teshin Anusananan, Man Supakrit Charoonmatha",1
461,Tên Của Em Họ Của Anh,Phim bộ,3100,9.1,T13,2021,40,Trung Quốc,Thành Thị,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Li Da Wei,"Dương Lặc, Trương Tuyết Nghênh, Juck Zhang, Viola Mi, Chen Zi You, Liu Xi Tong, Paul Chun, Tang Sheren,Cui-wen Deng / Shui-Man Tang / Siu-Man Tang",-1
462,Dead Friend Forever,Phim bộ,5600,9.7,T18,2023,12,Thái Lan,"Bí Ẩn, LGBT, Lãng Mạn, Tình Tiết, Kinh Dị, Tình Bạn",1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,"Chookiat sakveerakul, Chantana Tiprachart","Ta Nannakun Pakapatpornpob, Copper Phuriwat Chotiratanasak,Copper, Barcode Trinnasit Isarapongporn, JJ Patiphan Fueangfunuwat,JJ, Fuaiz Thanawat Shinawat,Fuaiz, Mio Athens werapatanakul,Mio, Us Nititorn Akkarachotsopon, Bump Pawat Akkradetsakul,Bump, JJ Chalach Tantijibul, Jet Jetsadakorn Bundit",-1
463,My Universe: Vũ Trụ Của Tôi,Phim bộ,3700,9.5,T18,2023,24,Thái Lan,"LGBT, Lãng Mạn, Thanh Xuân",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Anuchit Sapanpong, Jane Kitt Bottasri, Jedi Suriyan Dangintawat, Sand Parnupong Chaiyo, To Worawut Thanamatchaicharoen","Prame Pumipat Paiboon, Gym Thunyah Teerakachornkit, Bank Nattawat Thanatavieprasart, Earth Chitsanupong Serksiri, Junior Pitchanon Deotrakul, Milk Natchanon Supravorawong, Mick Monthon Viseshsin, Top Piyawat Phongkanittanon, Putter Phubase Pratumrat, Cheetah Chonphipat Phajee, Kaownah Kittipat Kaewcharoen, Turbo Chanokchon Boonmanawong, Fone Tanakorn Chuen-arom, Pure Napolpong Sooksombut, Namm Thanabadee Wathong, Nix Ketchanat Suwannabut, Bank Theewara Panyatara, Pooh Khetsophon Sophonmanee, Nort Chatchapon Pranotphong, Rew Passkon Niyatiwatchanchai, Thee Theechula Wontanawaigoon, Mawin Akkaradanai Puthapokasab, Winner Tanatat Kunaneksin, Anuchit Sapanpong",-1
464,Cảnh sát hình sự: Hành động hải ngoại.,Phim bộ,59000,9.2,T16,2021,38,Trung Quốc,"Tội Phạm, Hình Sự",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Yu Chun,"Ngô Cương, Michelle, Ninh Lý, Nhậm Đạt Hoa, Faye,Yu Feihong, Shi Liang, Kenneth Tsang, Suet Lam, zhaojun, Qi Jiu Zhou, Yinyin Ma,Ma Yin Yin, Wang Yu, Rooy Sun, Danny, Guohua Wu",1
465,Trang Chủ Tạp Chí Hàng Tháng,Phim bộ,16200,9.5,T13,2021,16,Hàn Quốc,"Lãng Mạn, Phim Hài, Thương Trường",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Lee Chang-min,"Jung So Min, Kim Ji Suk",1
466,Phù Đồ Duyên,Phim bộ,29200,9.5,T13,2022,36,Trung Quốc,"Lãng Mạn, Tình Tiết, Cổ Trang, Cổ Đại",1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Qiang Wu,"Vương Hạc Đệ, Trần Ngọc Kì, Hà Nhuận Đông, Tăng Lê",1
467,Bí Mật Của Anh Ấy Và Cô Ấy,Phim bộ,50000,8.8,T13,2023,24,Trung Quốc,"Lãng Mạn, Hôn Nhân, Tiểu Thuyết Chuyển Thể",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Liang Ce,"Muchen Zhang, Qiu Dingjie",0
468,Thiếu Nữ Tỏa Sáng,Phim bộ,2000,9.0,T13,2017,24,Trung Quốc,Thanh Xuân,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wang Ran,"Zhou Yi Ran, Hách Phú Thân, Vương An Vũ, liyichen, chuhe, Di Yi Shu, Wu Shuang, Zhang Ge",-1
469,Đầu Bếp Lập Dị,Phim bộ,2800,9.3,T13,2020,16,Hàn Quốc,Lãng Mạn,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cui Dao Xun,Eric Mun,-1
470,Yêu Không Kiểm Soát,Phim bộ,11000,9.3,T13,2016,20,Hàn Quốc,Lãng Mạn,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Park Hyun Suk,"Woo-bin Kim, Suzy Bae, Lim Ju-hwan, Lim Ju Eun",0
471,Dáng Hình Tình Yêu,Phim bộ,14600,9.5,T13,2022,30,Trung Quốc,"Lãng Mạn, Thành Thị, Tình Bạn, Thương Trường, Tình Yêu Ngọt Ngào",1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,Vũ Trung Trung,"Angelababy, Lai Kuan-lin, Kiều Chấn Vũ, Tian Yi Tong, Liuyittong, Zhang Tao, Ling Mei Shi, Quản Tử Tịnh",0
472,Người Chơi Vượt Thời Không,Phim bộ,1100,9.3,T13,2022,24,Trung Quốc,"Phiêu Lưu, Phim Hài, Thành Thị, Thanh Xuân",0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,Yu Miao,"Ngụy Đại Huân, Tân Chỉ Lôi, Trương Nghệ Thượng, Zhang Zi Xian, Gao Yu Xi",-1
473,Mây Họa Ánh Trăng,Phim bộ,12800,9.5,T13,2016,18,Hàn Quốc,"Lãng Mạn, Cổ Trang, Cổ Đại",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Bai Shang Xun,"Park Bo Gum, Kim You Jung",0
474,Gen Y The Series Phần 2,Phim bộ,13500,9.5,T13,2021,12,Thái Lan,"LGBT, Lãng Mạn, Tình Tiết, Tình Bạn, Thanh Xuân",1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Sathanapong Limwongthong,"Bas Suradet Piniwat, Dun Romchampa, Big Thanakorn Kuljarassombat, Kimmon Warodom Khemmonta, Copter Panuwat Kerdthongtavee, Bank Thoranin Manosudprasit, Bonus Thanadech Deeseesuk, Bank Thanathip Srithongsuk, Thanapon Aiemkumchai (Pon), Kad Ploysupa, Bank Theewara Panyatara, Jet Jetsadakorn Bundit",0
475,Lời Nguyền,Phim bộ,2100,9.2,T18,2020,12,Hàn Quốc,"Bí Ẩn, Kinh Dị, Phiêu Lưu, Viễn Tưởng, Kinh Dị",0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,Yong-wan Kim,"Ji-won Uhm, Sung Dong-il",-1
476,Bed Friend: Đừng Đùa Với Lửa,Phim bộ,43900,9.8,T18,2023,10,Thái Lan,"LGBT, Lãng Mạn, Thành Thị, Tổng Tài Bá Đạo, Thanh Xuân, Thương Trường",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Cheewin Thanamin Wongskulphat,"Net Siraphop Manithikhun, James Supamongkon Wongwisut",1
477,Những Tay Chơi Siêu Đẳng,Phim bộ,9500,9.4,T16,2018,14,Hàn Quốc,"Tội Phạm, Hành Động, Tình Tiết",0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Zaixian Gao,"Song Seung Heon, Jung Soo Jung, Li Shi Yan, Won-hae Kim , Hyeong-mook Kim, Hwa-ryong Lee, Sung-cheol Kim, Seok-cheon Hong, Yoo Seung Ho",-1
478,Con Đường Bi Kịch (Bi Kịch Thượng Lưu),Phim bộ,87000,9.4,T16,2021,12,Hàn Quốc,"Bí Ẩn, Kinh Dị, Thành Thị",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Kim No-won,"Ji Jin Hee, Yoon Se A, Kim Hye Eun",1
479,Cô Bé Người Gỗ,Phim bộ,17000,9.4,T13,2014,20,Hàn Quốc,"Lãng Mạn, Tình Tiết, Tình Bạn, Thanh Xuân",1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Zhao Xiu Yuan,"Lee Jong Suk, Park Shin Hye",1
480,Chiếc Bóng Sư Tử Trên Thân Mèo,Phim bộ,18700,9.5,T13,2021,33,Trung Quốc,"Lãng Mạn, Tổng Tài Bá Đạo, Thành Thị, Tình Bạn, Gia Đình",1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,"Zhu Dong Ning, Lan Hai Han",Chu Á Văn,1
481,Tiêu Sái Giai Nhân Đạm Đạm Trang,Phim bộ,16100,9.3,T13,2022,24,Trung Quốc,"Lãng Mạn, Viễn Tưởng, Cổ Trang",1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,Qu Rong Da,"Khổng Tuyết Nhi, Zidong Yan, Karen,Kang Ke Ren, Đặng Vi",1
482,Khoảnh Khắc Đầu Tiên,Phim bộ,1300,9.3,T13,2015,8,Hàn Quốc,"Lãng Mạn, Tình Tiết, Tình Bạn, Thanh Xuân",1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Jung-hyo Lee,"Min Ho，Choi Minho, Su-dam Park, Eu-Gene Jeong, Nae-sang Ahn, Lim YoonA,Yoona",-1
483,Hà Thần,Phim bộ,57000,9.5,T16,2017,24,Trung Quốc,"Bí Ẩn, Phiêu Lưu, Viễn Tưởng, Thanh Xuân, Tiểu Thuyết Chuyển Thể",0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,Tian Li,"Lý Hiện, Zhang Ming En, CiCi, Charlene, Wei Qing, Tang Yi Nuo, Yang Shu Ming, Chen Jian, Liang Guo Rong, Kang En He, Guo Jiu Long",1
484,Mỹ Nam Nhà Kế Bên,Phim bộ,4900,9.0,T13,2013,16,Hàn Quốc,"Lãng Mạn, Tình Tiết, Tình Bạn, Thanh Xuân, Gia Đình",1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,Jung-hwa Chung,"Park Shin Hye, Shi-Yoon Yoon, Ji-hun Kim, Park Soojin, Kim Yun-Hye,김윤혜",-1
485,Băng Qua Núi Đồi,Phim bộ,36000,8.7,T13,2020,44,Trung Quốc,"Thành Thị, Tiểu Thuyết Chuyển Thể",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Shen Yu Jie,"Zhang Li, Cao Hãn Vũ, Qiqi Zhou, Jiang Bing, Liu Xiao Hai",0
486,【Thuyết minh】Khi Tình Yêu Gặp Nhà Khoa Học,Phim bộ,39000,9.5,T16,2021,24,Trung Quốc,"Khoa Học Viễn Tưởng, Tổng Tài Bá Đạo, Thành Thị, Thanh Xuân, Tình Yêu Ngọt Ngào",0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,Chen Jia Lin,"Liu Yi Hao, Châu Vũ Đồng, Dai Jing Yao, Cao Xi Yue, Zhang Ke",1
487,Không Nói Tạm Biệt,Phim bộ,22400,9.4,T16,2021,47,Trung Quốc,"Tội Phạm, Hình Sự, Thành Thị",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Yin Fei,"Nhậm Gia Luân, Trương Quân Ninh, jonny, Cheng Yu, Enyou Liu",1
488,Pháp Võng Truy Kích,Phim bộ,1000,7.7,T16,2020,30,Trung Quốc,"Tội Phạm, Bí Ẩn, Hình Sự",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,liu xin,"Zhu Yan, Ji Xiao Long, Gao Hai Peng",-1
489,Người Hầu Của Thiếu Gia Mù,Phim bộ,8000,9.4,T13,2023,15,Trung Quốc,"Lãng Mạn, Thành Thị, Gia Đình",1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Zhang Xin Yuan,"Charles Lin, Yan Zhi Chao, Wu Jun Chao",-1
490,Học Đường 2017,Phim bộ,20900,9.3,T13,2017,16,Hàn Quốc,"Lãng Mạn, Phim Hài, Thanh Xuân, Học Đường",1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Jin-seok Park,"Se Jeong, JANG DONG YOON, Jin Zheng Xian, Ro woon",1
491,Trái Tim Rung Động,Phim bộ,16800,9.5,T13,2023,20,Trung Quốc,"Lãng Mạn, Tổng Tài Bá Đạo, Thành Thị, Thương Trường, Tình Yêu Ngọt Ngào",1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Jiang Tian Hang,"He Rui Xian, La Chính, Tào Ân Tề",1
492,Mùi Đời: Cuộc Sống Không Trọn Vẹn,Phim bộ,1000,9.3,T13,2014,20,Hàn Quốc,"Thành Thị, Thương Trường",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Jin Yuan Xi,"Si-Wan Lim, Kang So-Ra, Li Cheng Min,Sung-min Lee,Li Xing Min, Ha-neul Kang, Byun Yo-han",-1
493,Cuộc Đời Đầu Tiên,Phim bộ,9800,9.3,T13,2017,16,Hàn Quốc,"Lãng Mạn, Thành Thị",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Piao Jun Hua,"Jung So Min, Min-ki Lee, Esom, Jin Min Xi, Byung-eun Park",-1
494,Đồng Thoại Độc Nhất,Phim bộ,44300,9.7,T13,2023,24,Trung Quốc,"Lãng Mạn, Phim Hài, Thanh Xuân, Tình Yêu Ngọt Ngào, Học Đường",1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,Gong Yu Shi,"Văn Tuấn Huy, Trương Miểu Di, Hùng Áo Bác, Lữ Chiêu, Hác Châu Vũ, Đàm Gia Thái, Lâm Thần Di",1
495,Tân Bạch Nương Tử Truyền Kỳ,Phim bộ,14100,9.1,T13,2019,36,Trung Quốc,"Thanh Xuân, Cổ Trang, Cổ Đại",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Zhi Lei,"Vu Mông Lung, Cúc Tịnh Y, Pei Zi Tian, Tiêu Yến, Nie Zi Hao, Yu Lang, Feng Jian Yu, Li Lin, Yunzhen Zeng",0
496,7 Project,Phim bộ,23500,9.6,T13,2021,7,Thái Lan,"LGBT, Lãng Mạn, Tình Bạn, Thanh Xuân, Học Đường",1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,New Siwaj Sawatmaneekul,"Earth Katsamonnat Namwirote,Earth, Boun Noppanut, Prem Warut Chawalitrujiwong,Prem, Sammy Samantha Melanie Coates, Pineare Pannin Charnmanoon, Santa Pongsapak Oudompoch, Ryu Pakphum Jitpisutsiri, Soodyacht Patsit Permpoonsavat, Maya Chanitcha Pimthong, Plan Rathavit Kijworalak, Nink Varinthorn Makornsirisri, Boom Krittapak Udompanich, Perth Tanapon Sukhumpantanasan, Fairy Kirana Pipityakorn, Peak Peemapol Panichtamrong",1
497,Tôi Và Thời Niên Thiếu Của Tôi,Phim bộ,11400,9.5,T13,2021,24,Trung Quốc,"Lãng Mạn, Tình Tiết, Học Đường",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Raymond Jiang,"Đặng Ân Hy, Trương Lăng Hách, RYAN, Tan Yan Yan",0
498,Người Tình Của Jinx,Phim bộ,11100,9.7,T13,2022,16,Hàn Quốc,"Lãng Mạn, Viễn Tưởng, Thanh Xuân",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Yin Shang Hao,"Na Jong Chan, 서주현(Seo Ju Hyun), Kwang-leol Jeon, Yin Zhi Hui, Do-hun Ki",0
499,Góc Khuất Bí Mật,Phim bộ,2200,9.6,T18,2020,12,Trung Quốc,"Bí Ẩn, Tội Phạm, Thành Thị, Gia Đình, Tiểu Thuyết Chuyển Thể",0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,Xin Shuang,"Tần Hạo, Vương Cảnh Xuân, Vinh Tử Sam, Sử Bàng Nguyên, Vương Thánh Địch, Trương Tụng Văn, Lưu Lâm, Lư Phương Sinh, Lý Mộng, Huỳnh Mễ Y, Li Jun Ting, Mu Li Yan",-1
500,Định Mệnh Anh Yêu Em,Phim bộ,5100,9.3,T13,2020,20,Hàn Quốc,"Lãng Mạn, Hôn Nhân",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Kim Hee-won,"Anglenala, Jang Hyuk, Eddie,Choi Woo-shik",-1
501,Cảnh Sát Vinh Dự,Phim bộ,7000,9.6,T13,2022,38,Trung Quốc,"Hình Sự, Thành Thị, Tình Bạn, Gia Đình",0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,ding hei,"Trương Nhược Quân, Bạch Lộc, Vương Cảnh Xuân, Ninh Lý, Từ Khai Sính",-1
502,Ngày Nắng Đẹp,Phim bộ,1200,9.2,T13,2014,2,Hàn Quốc,"Lãng Mạn, Tình Tiết",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Quan He Can,"Kim Ji Won, Ji Sub So, 이종현,Lee Jong Hyun,イジョンヒョン",-1
503,Vinh Quang Bóng Bàn,Phim bộ,4200,9.3,T13,2021,44,Trung Quốc,"Tình Bạn, Thanh Xuân",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Cheng Hao,"Bạch Kính Đình, Hứa Ngụy Châu, Wan Guo Peng, Bian Yiming, Du Shuang Yu",-1
504,Bên Tóc Mai Không Phải Hải Đường Hồng,Phim bộ,2900,9.4,T18,2020,49,Trung Quốc,Tiểu Thuyết Chuyển Thể,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Hui Kai Dong,"Huang Xiao Ming, Andrew, Xa Thi Mạn, Mễ Nhiệt, Lưu Mẫn, Lý Trạch Phong, Jin Shi Jie, Đàn Kiện Thứ, Tang Zeng",-1
505,Ánh Mắt Anh Chỉ Dành Cho Em,Phim bộ,40100,9.5,T13,2022,24,Trung Quốc,"Lãng Mạn, Thành Thị, Thương Trường, Tình Yêu Ngọt Ngào",1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Francis Nam Chi-Wai,"Vương Hạc Nhuận , La Chính, Ding Jia Wen, Su Xiao Ding",1
506,Beyond The Star: Con Đường Tình Yêu Chinh Phục Vì Sao,Phim bộ,1100,9.0,T18,2023,8,Thái Lan,"LGBT, Lãng Mạn, Tình Tiết, Tình Bạn, Thanh Xuân, Thương Trường",1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Turk Kahabodee Kaljareuk,"Bank Chanwut Kwanmongkolcharoen, Louis Kittawat Chaodee, Arawillie Jartonk, Poonyavee Ekpankul, Beer Rapeewish Sangiamwong, BeBoy Nanthakorn Sringenthap, Jirachot Chotticomporn, Chattrin Chotticomporn, Woraphon Charoensuk, Natthapat Meesuk, Suwichak kulthongsriwat",-1
507,Thiên Tỉnh Chi Lộ,Phim bộ,24100,9.0,T13,2020,48,Trung Quốc,"Thanh Xuân, Cổ Trang, Tiểu Thuyết Chuyển Thể",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Ricky Wong,"Trần Phi Vũ, Hùng Tử Kỳ, Trình Tiêu, Đặng Ân Hy, Yu Yi Jie, shàngxuán, Wang Jia Ning, Aero Xiao, Shan Lan Qiao, Tạ Quân Hào, Kim Trạch Hạo",0
508,Mạch Thượng Nhân Như Ngọc,Phim bộ,2900,9.2,T13,2023,36,Trung Quốc,"Lãng Mạn, Thanh Xuân, Cổ Trang, Cổ Đại, Tiểu Thuyết Chuyển Thể",1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,Zhi Lei,"Tiêu Yến, Trạch Tử Lộ, Thịnh Anh Hào, Lili Zhong,Zhong Li Li",-1
509,Sứ Mệnh Cuối Cùng Của Thiên Thần,Phim bộ,11600,9.5,T13,2019,16,Hàn Quốc,"Lãng Mạn, Viễn Tưởng, Phim Hài",1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Jung-seob Lee,"Hye-Sun Shin, Kim Myung Soo, Lee Dong Gun , 김보미, In-kwon Kim",0
510,House of Stars: Học Viện Đào Tạo Ngôi Sao,Phim bộ,5200,9.4,T18,2023,12,Thái Lan,"Bí Ẩn, LGBT, Lãng Mạn, Tình Tiết, Thành Thị",1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,ANAN RASAMEE,"PIPO NUTCHAPAN PARAMACHAROENROJ, RUDKLAO AMRATISHA, LEO SIRAPOB PRATIPNATSIRI, BOSS PORNPIPAT KUNISORN, Heng THATPONG ROJSANGRUANG, Numchok TANON APITHANAWONG, New AKARAVIN NANTHIPAT, Double TUPTEP JIRAPRASERTKORN, Oaey PORNCHANOK TEERAWAN, Mie NANNAPAS SUZUKI, Korn NATTAWAT RACHATANICH, NIRANARA INSAO",-1
511,Em Là Thành Trì Doanh Lũy Của Anh,Phim bộ,4100,9.7,T13,2021,40,Trung Quốc,"Lãng Mạn, Y Liệu, Thành Thị, Thanh Xuân, Tình Yêu Ngọt Ngào",1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Zhang Tong,"Sandra, Bạch Kính Đình, Vương Dương, Khương Bội Dao, Hao Chen, Yao Zhang, guoyang, Chen Mu Yi, Qin Xuan, Chai Jun Zhe",-1
512,Xe Công Nông Tình Yêu,Phim bộ,9400,9.7,T18,2023,8,Hàn Quốc,"LGBT, Lãng Mạn, Tình Tiết, Tình Bạn, Thanh Xuân, Tình Yêu Ngọt Ngào",1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,Yang Kyung Hee,"Yoon Do Jin, Kwan-soo Kim, Seung Ho Han",-1
513,Đả Cẩu Bổng,Phim bộ,9000,9.3,T13,2013,70,Trung Quốc,"Tình Tiết, Chiến Tranh",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Guo Jing Yu, Liu Bo, Man Yi","Wei Zi , Gao Ming, Wang Kui Rong, Nhạc Lệ Na, Zhang Yong Gang, Yang Zhi Gang, Yu Yi, Ning Wen Tong, Zhibing Liu, Yu Yue, Kun Yang, Crystal, Isabelle, Chen Chean,Chean Chen, Liu Zhi Yang, Yin Xiao",-1
515,Chuyển Mình Rực Rỡ,Phim bộ,6800,9.6,T13,2023,20,Trung Quốc,"Lãng Mạn, Thành Thị, Hôn Nhân",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Chang Chen,"Tần Lam, Đặng Gia Giai, Trương Quân Ninh, Wu Xiao Liang, Ning Sun, Tian Yi Tong, Jeff Bao, Hu Ke, Tian-Yang Zhang, Tôn Tư Trình",-1
516,Chưởng Quỹ Ca Ca Mau Đi Đi,Phim bộ,18000,9.3,T13,2024,24,Trung Quốc,"Lãng Mạn, Tình Yêu Ngọt Ngào, Cổ Trang, Cổ Đại",1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,Li Ze Lu,"Lương Sâm, Chu Lâm Vũ, Hầu Lập",1
517,Quyến Luyến Giang Hồ,Phim bộ,16200,8.8,T13,2019,24,Trung Quốc,"Bí Ẩn, Võ Thuật, Phim Hài, Thanh Xuân, Tình Yêu Ngọt Ngào, Cổ Trang",0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,Li Mei,"Jiang Zhen Yu, Dương Sĩ Trạch, Hà Dịch Khiêm, Từ Khải Hâm, Lý Gia Hào, Sally,Zhang Xue Han, Ngô Thiên Doanh",0
518,【Thuyết minh】Cũng Chỉ Là Hạt Bụi,Phim bộ,1700,9.4,T13,2021,22,Trung Quốc,"Lãng Mạn, Thành Thị, Tình Bạn, Thanh Xuân, Thương Trường",1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,"Derek Hui,Xu Hong Yu","Ngô Tuyên Nghi, Tất Văn Quân, Trạch Tiêu Văn, Trương Bách Gia, Lưu Đặc (diễn viên), Wan Zi Lin",-1
